# Generated by `regiondb-build update`. Do not hand-edit: the next update
# pass overwrites this file. Corrections belong in classifications/ or
# overrides/, which the build applies on top.
# source: ourairports-airports
# url: https://davidmegginson.github.io/ourairports-data/airports.csv
# sha256: 2a5f05d4e2e9c6190ef6c6d28ff9f032d06d6e15c8d1d03d429d0cb72dda5140
# retrieved: 2026-08-21T03:15:49Z
iata,ident,type,name,latitude_deg,longitude_deg,iso_country,iso_region,municipality,scheduled_service
MPF,AYPO,small_airport,Mapoda Airport,-7.979000,143.169400,PG,PG-WPD,Mapoda,no
MPG,AYMJ,small_airport,Makini Airport,-6.532222,147.651167,PG,PG-MPL,Makini,no
MPH,RPVE,medium_airport,Godofredo P. Ramos Airport,11.924500,121.954002,PH,PH-AKL,Caticlan,yes
MPI,MPI,small_airport,Mamitupu Airport,9.185100,-77.984100,PA,PA-GY,Mamitupu,no
MPJ,KMPJ,small_airport,Petit Jean Park Airport,35.138901,-92.909202,US,US-AR,Morrilton,no
MPL,LFMT,large_airport,Montpellier-Méditerranée Airport,43.576199,3.963010,FR,FR-OCC,Montpellier/Méditerranée,yes
MPM,FQMA,large_airport,Maputo Airport,-25.920799,32.572601,MZ,MZ-MPM,Maputo,yes
MPN,EGYP,large_airport,Mount Pleasant Airport / RAF Mount Pleasant,-51.822642,-58.445777,FK,FK-U-A,Mount Pleasant,yes
MPO,KMPO,small_airport,Pocono Mountains Municipal Airport,41.136025,-75.379572,US,US-PA,Mount Pocono,no
MPP,PA-0011,small_airport,Mulatupo Airport,8.945487,-77.733486,PA,PA-GY,Mulatupo,no
MPR,KMPR,small_airport,Mc Pherson Airport,38.352402,-97.691299,US,US-KS,Mc Pherson,no
MPS,KOSA,small_airport,Mount Pleasant Regional Airport,33.095501,-94.961502,US,US-TX,Mount Pleasant,no
MPT,WPMN,small_airport,Maliana Airport,-8.972240,125.214996,TL,TL-BO,Maliana,no
MPU,AYMZ,small_airport,Mapua(Mabua) Airport,-2.811389,151.991111,PG,PG-NIK,Tatau Island,no
MPV,KMPV,medium_airport,Edward F Knapp State Airport,44.203499,-72.562302,US,US-VT,Barre/Montpelier,no
MPW,UKCM,medium_airport,Mariupol International Airport,47.076099,37.449600,UA,UA-14,Mariupol,no
MPX,AYIY,small_airport,Miyanmin Airport,-4.903056,141.620833,PG,PG-SAN,Miyanmin,no
MPY,SOOA,medium_airport,Maripasoula Airport,3.655907,-54.039431,GF,GF-SL,Maripasoula,yes
MPZ,KMPZ,small_airport,Mount Pleasant Municipal Airport,40.946602,-91.511101,US,US-IA,Mount Pleasant,no
MQA,YMDI,small_airport,Mandora Airport,-19.737990,120.838180,AU,AU-WA,Eighty Mile Beach,no
MQB,KMQB,small_airport,Macomb Municipal Airport,40.520100,-90.652397,US,US-IL,Macomb,no
MQC,LFVM,small_airport,Miquelon Airport,47.095501,-56.380299,PM,PM-ML,Miquelon,yes
MQD,SAVQ,small_airport,Maquinchao Airport,-41.243099,-68.707802,AR,AR-R,Maquinchao,no
MQE,YMQA,small_airport,Marqua Airport,-22.805799,137.251007,AU,AU-NT,Marqua,no
MQF,USCM,large_airport,Magnitogorsk International Airport,53.391991,58.755235,RU,RU-BA,Magnitogorsk,yes
MQG,FYMG,small_airport,Midgard Airport,-22.010600,17.370000,NA,NA-OD,Midgard,no
MQH,SBMC,medium_airport,Minaçu Airport,-13.549100,-48.195301,BR,BR-GO,Minaçu,no
MQJ,UEMA,medium_airport,Moma Airport,66.450861,143.261551,RU,RU-SA,Khonuu,yes
MQK,SLTI,small_airport,San Matías Airport,-16.339199,-58.401901,BO,BO-S,San Matías,no
MQL,YMIA,medium_airport,Mildura Airport,-34.229198,142.085999,AU,AU-VIC,Mildura,yes
MQM,LTCR,medium_airport,Mardin Airport,37.223301,40.631699,TR,TR-47,Mardin,yes
MQN,ENRA,medium_airport,"Mo i Rana Airport, Røssvoll",66.363899,14.301400,NO,NO-18,Mo i Rana,yes
MQO,AYMQ,small_airport,Malam Airport,-8.709167,142.649722,PG,PG-WPD,Malam,no
MQP,FAKN,large_airport,Kruger Mpumalanga International Airport,-25.383327,31.105325,ZA,ZA-MP,Mbombela,yes
MQQ,FTTD,medium_airport,Moundou Airport,8.628503,16.074241,TD,TD-LO,Moundou,no
MQR,SK-365,small_airport,Mosquera Airport,2.649550,-78.336100,CO,CO-NAR,Mosquera,no
MQS,TVSM,medium_airport,Mustique Airport,12.887900,-61.180199,VC,VC-06,Lovell,yes
MQT,KSAW,medium_airport,Marquette/Sawyer International Airport,46.351498,-87.395884,US,US-MI,Gwinn,yes
MQU,SKQU,medium_airport,Mariquita Airport,5.212560,-74.883600,CO,CO-TOL,Mariquita,no
MQV,DA14,small_airport,Mostaganem Airport,35.905180,0.144539,DZ,DZ-27,Sayada,no
MQW,KMQW,small_airport,Telfair Wheeler Airport,32.095798,-82.879997,US,US-GA,Mc Rae,no
MQX,HAMK,medium_airport,Mekele Alula Aba Nega Airport,13.467400,39.533501,ET,ET-TI,Mekele,yes
MQY,KMQY,medium_airport,Smyrna Airport,36.008999,-86.520103,US,US-TN,Smyrna,no
MQZ,YMGT,small_airport,Margaret River Airport,-33.930599,115.099998,AU,AU-WA,,no
MRA,HLMS,small_airport,Misrata International Airport,32.325001,15.061000,LY,LY-MI,Misrata,yes
MRB,KMRB,medium_airport,Eastern WV Regional Airport/Shepherd Field,39.401901,-77.984596,US,US-WV,Martinsburg,no
MRC,KMRC,small_airport,Maury County Airport,35.554100,-87.178902,US,US-TN,Columbia/Mount Pleasant,no
MRD,SVMD,medium_airport,Alberto Carnevalli Airport,8.582078,-71.161041,VE,VE-L,Mérida,no
MRE,HKMS,medium_airport,Mara Serena Lodge Airstrip,-1.404588,35.008349,KE,KE-33,Serena,yes
MRF,KMRF,small_airport,Marfa Municipal Airport,30.369593,-104.015893,US,US-TX,Marfa,no
MRG,YMBA,medium_airport,Mareeba Airport,-17.070277,145.424228,AU,AU-QLD,Mareeba,no
MRH,AYRV,small_airport,May River Airstrip,-4.361500,141.785000,PG,PG-ESW,May River,no
MRI,PAMR,medium_airport,Merrill Field,61.212792,-149.843988,US,US-AK,Anchorage,yes
MRK,KMKY,small_airport,Marco Island Executive Airport,25.995001,-81.672501,US,US-FL,Marco Island,no
MRM,AYMA,small_airport,Manari Airport,-9.190800,147.621900,PG,PG-CPM,Manari,no
MRN,KMRN,small_airport,Foothills Regional Airport,35.820202,-81.611397,US,US-NC,Morganton,no
MRO,NZMS,medium_airport,Hood Airport,-40.974634,175.634540,NZ,NZ-WGN,Masterton,no
MRP,YALA,small_airport,Marla Airport,-27.334298,133.627696,AU,AU-SA,Marla,no
MRQ,RPUW,medium_airport,Marinduque Airport,13.361000,121.825996,PH,PH-MAD,Gasan,no
MRR,SEMA,medium_airport,Jose Maria Velasco Ibarra Airport,-4.378230,-79.941002,EC,EC-L,Macará,no
MRS,LFML,large_airport,Marseille Provence Airport,43.438088,5.212500,FR,FR-PAC,"Marignane, Bouches-du-Rhône",yes
MRT,MRT,small_airport,Moroak Airport,-14.818133,133.700594,AU,AU-NT,Moroak,no
MRU,FIMP,large_airport,Sir Seewoosagur Ramgoolam International Airport,-20.430201,57.683601,MU,MU-GP,Plaine Magnien,yes
MRV,URMM,large_airport,Mineralnye Vody Airport,44.225101,43.081902,RU,RU-STA,Mineralnyye Vody,yes
MRW,EKMB,medium_airport,Lolland Falster Maribo Airport,54.699447,11.438163,DK,DK-85,Rødby,no
MRX,OIAM,medium_airport,Mahshahr Airport,30.556200,49.151901,IR,IR-06,Mahshahr,yes
MRY,KMRY,medium_airport,Monterey Regional Airport,36.586777,-121.844183,US,US-CA,Monterey,yes
MRZ,YMOR,medium_airport,Moree Airport,-29.498899,149.845001,AU,AU-NSW,Moree,yes
MSA,CZMD,small_airport,Muskrat Dam Airport,53.441399,-91.762802,CA,CA-ON,Muskrat Dam,yes
MSB,MSB,seaplane_base,Marigot Seaplane Base,18.069600,-63.087000,MF,MF-U-A,Saint Martin,no
MSC,KFFZ,small_airport,Falcon Field,33.460800,-111.727997,US,US-AZ,Mesa,no
MSF,YMNS,small_airport,Mount Swan Airport,-22.624696,135.034512,AU,AU-NT,,no
MSG,FXMA,small_airport,Matsaile Airport,-29.840562,28.776680,LS,LS-K,Matsaile,no
MSH,OOMA,medium_airport,RAFO Masirah,20.675400,58.890499,OM,OM-SH,Masirah,no
MSI,ID-MSI,small_airport,Masalembo Airport,-5.583330,114.432999,ID,ID-JI,Masalembo Island,no
MSJ,RJSM,medium_airport,Misawa Airport / Misawa Air Base,40.703201,141.367996,JP,JP-02,Misawa,yes
MSK,SK-327,small_airport,Morelia Airport,3.750453,-71.456137,CO,CO-MET,Puerto Gaitán,no
MSL,KMSL,medium_airport,Northwest Alabama Regional Airport,34.745123,-87.612981,US,US-AL,Muscle Shoals,yes
MSM,FZCV,small_airport,Masi Manimba Airport,-4.783000,17.850000,CD,CD-KL,Masi Manimba,no
MSN,KMSN,medium_airport,Dane County Regional Truax Field,43.139900,-89.337502,US,US-WI,Madison,yes
MSO,KMSO,medium_airport,Missoula Montana Airport,46.915816,-114.091107,US,US-MT,Missoula,yes
MSP,KMSP,large_airport,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.880081,-93.221741,US,US-MN,Minneapolis,yes
MSQ,UMMS,large_airport,Minsk National Airport,53.888071,28.039964,BY,BY-MI,Minsk,yes
MSR,LTCK,medium_airport,Muş Airport,38.747799,41.661201,TR,TR-49,Muş,yes
MSS,KMSS,medium_airport,Massena International Airport Richards Field,44.936157,-74.844304,US,US-NY,Massena,yes
MST,EHBK,large_airport,Maastricht Aachen Airport,50.911087,5.769401,NL,NL-LI,Maastricht,yes
MSU,FXMM,large_airport,Moshoeshoe I International Airport,-29.456277,27.554456,LS,LS-A,Maseru(Mazenod),yes
MSV,KMSV,small_airport,Sullivan County International Airport,41.701596,-74.794997,US,US-NY,Monticello,no
MSW,HHMS,medium_airport,Massawa International Airport,15.670000,39.370098,ER,ER-SK,Massawa,no
MSX,FCMM,small_airport,Mossendjo Airport,-2.950000,12.700000,CG,CG-9,Mossendjo,no
MSY,KMSY,large_airport,Louis Armstrong New Orleans International Airport,29.993401,-90.264673,US,US-LA,New Orleans,yes
MSZ,FNMO,medium_airport,Welwitschia Mirabilis International Airport,-15.261200,12.146800,AO,AO-NAM,Moçâmedes,yes
MTA,NZMA,small_airport,Matamata Glider Airport,-37.734402,175.742004,NZ,NZ-WKO,,no
MTB,SKML,small_airport,Montelibano Airport,7.971740,-75.432500,CO,CO-COR,Montelíbano,no
MTC,KMTC,medium_airport,Selfridge Air National Guard Base Airport,42.613463,-82.836919,US,US-MI,Mount Clemens,no
MTD,YMSF,small_airport,Mount Sanford Station Airport,-16.978300,130.554993,AU,AU-NT,,no
MTE,SNMA,small_airport,Monte Alegre Airport,-1.995800,-54.074200,BR,BR-PA,Monte Alegre,no
MTF,HAMT,small_airport,Mizan Teferi Airport,6.957100,35.554700,ET,ET-SW,Mizan Teferi,yes
MTG,BR-3150,small_airport,Vila Bela da Santíssima Trindade Airport,-14.995499,-59.945662,BR,BR-MT,Vila Bela Da Santíssima Trindade,no
MTH,KMTH,medium_airport,Florida Keys Marathon International Airport,24.726006,-81.051380,US,US-FL,Marathon,no
MTI,GVMT,small_airport,Mosteiros Airport,15.045000,-24.339199,CV,CV-S,Vila do Mosteiros,no
MTJ,KMTJ,medium_airport,Montrose Regional Airport,38.509800,-107.893997,US,US-CO,Montrose,yes
MTK,NGMN,small_airport,Makin Island Airport,3.374440,172.992004,KI,KI-G,Makin Island,no
MTL,YMND,small_airport,Maitland Airport,-32.701265,151.492912,AU,AU-NSW,,no
MTM,PAMM,seaplane_base,Metlakatla Seaplane Base,55.131001,-131.578003,US,US-AK,Metlakatla,yes
MTN,KMTN,medium_airport,Martin State Airport,39.325699,-76.413803,US,US-MD,Baltimore,no
MTO,KMTO,small_airport,Coles County Memorial Airport,39.477901,-88.279198,US,US-IL,Mattoon,no
MTP,KMTP,small_airport,Montauk Airport,41.076500,-71.920797,US,US-NY,Montauk,yes
MTQ,YMIT,small_airport,Mitchell Airport,-26.483299,147.936996,AU,AU-QLD,,no
MTR,SKMR,medium_airport,Los Garzones Airport,8.823740,-75.825800,CO,CO-COR,Montería,yes
MTS,FDMS,medium_airport,Matsapha International Airport,-26.528919,31.307577,SZ,SZ-MA,Manzini,no
MTT,MMMT,medium_airport,Minatitlán/Coatzacoalcos International Airport,18.103399,-94.580704,MX,MX-VER,Cosoleacaque,yes
MTU,MTU,small_airport,Montepuez Airport,-13.121900,39.052799,MZ,MZ-P,Montepuez,no
MTV,NVSA,small_airport,Mota Lava Airport,-13.666000,167.712006,VU,VU-TOB,Ablow,no
MTW,KMTW,small_airport,Manitowoc County Airport,44.127116,-87.681983,US,US-WI,Manitowoc,no
MTX,MTF,small_airport,Metro Field,64.806801,-147.761993,US,US-AK,Fairbanks,no
MTY,MMMY,large_airport,Monterrey International Airport,25.778521,-100.106989,MX,MX-NLE,Monterrey,yes
MTZ,LLMZ,medium_airport,Bar Yehuda Airfield,31.328199,35.388599,IL,IL-D,Masada,no
MUA,AGGM,medium_airport,Munda Airport,-8.327970,157.263000,SB,SB-WE,Munda,yes
MUB,FBMN,large_airport,Maun International Airport,-19.970491,23.431409,BW,BW-NW,Maun,yes
MUC,EDDM,large_airport,Munich Airport,48.353802,11.786100,DE,DE-BY,Munich,yes
MUD,FQMD,medium_airport,Mueda Airport,-11.672900,39.563099,MZ,MZ-P,Mueda,no
MUE,PHMU,medium_airport,Waimea Kohala Airport,20.001301,-155.667999,US,US-HI,Waimea (Kamuela),yes
MUG,MMMG,small_airport,Mulege Airport,26.905347,-111.970725,MX,MX-BCS,Mulege,no
MUH,HEMM,large_airport,Mersa Matruh International Airport,31.324313,27.222270,EG,EG-MT,Marsa Matruh,yes
MUI,KMUI,medium_airport,Muir Army Air Field (Fort Indiantown Gap) Airport,40.435214,-76.568661,US,US-PA,Fort Indiantown Gap(Annville),no
MUJ,HAMR,small_airport,Mui River Airport,5.864600,35.748500,ET,ET-SW,Omo National Park,no
MUK,NCMK,small_airport,Mauke Airport,-20.136101,-157.345001,CK,CK-U-A,Mauke Island,yes
MUL,KMUL,small_airport,Spence Airport,31.141569,-83.703718,US,US-GA,Moultrie,no
MUM,MV-0013,small_airport,Muli Airport,2.911389,73.583611,MV,MV-12,Muli,no
MUN,SVMT,medium_airport,José Tadeo Monagas International Airport,9.749023,-63.153348,VE,VE-N,Maturín,yes
MUO,KMUO,medium_airport,Mountain Home Air Force Base,43.043598,-115.872002,US,US-ID,Mountain Home,no
MUP,YMUP,small_airport,Mulga Park Airport,-25.860001,131.649994,AU,AU-NT,,no
MUQ,YMUC,small_airport,Muccan Station Airport,-20.658899,120.067001,AU,AU-WA,Muccan Station,no
MUR,WBGM,medium_airport,Marudi Airport,4.178734,114.330318,MY,MY-13,Marudi,yes
MUS,RJAM,small_airport,JMSDF Minami Torishima Air Base,24.289700,153.979004,JP,JP-13,Ogasawara,no
MUT,KMUT,small_airport,Muscatine Municipal Airport,41.367803,-91.148201,US,US-IA,Muscatine,no
MUU,SIRI,small_airport,Barra Grande Airport,-13.906082,-38.940804,BR,BR-BA,Maraú,no
MUW,DAOV,medium_airport,Ghriss Airport,35.207699,0.147142,DZ,DZ-29,Ghriss,no
MUX,OPMT,large_airport,Multan International Airport,30.203199,71.419098,PK,PK-PB,Multan,yes
MUY,FCBM,small_airport,Mouyondzi Airport,-4.014874,13.966112,CG,CG-11,Mouyondzi,no
MUZ,HTMU,small_airport,Musoma Airport,-1.503000,33.802100,TZ,TZ-13,Musoma,yes
MVA,BIRL,medium_airport,Mývatn Airport,65.655800,-16.918100,IS,IS-6,Myvatn,no
MVB,FOON,medium_airport,M'Vengue El Hadj Omar Bongo Ondimba International Airport,-1.656160,13.438000,GA,GA-2,Franceville,yes
MVC,KMVC,small_airport,Monroe County Aeroplex Airport,31.458000,-87.350996,US,US-AL,Monroeville,no
MVD,SUMU,large_airport,Carrasco General Cesáreo L. Berisso International Airport,-34.835647,-56.026497,UY,UY-CA,Ciudad de la Costa,yes
MVE,KMVE,small_airport,Montevideo Chippewa County Airport,44.969101,-95.710297,US,US-MN,Montevideo,no
MVF,SBMS,medium_airport,Dix-Sept Rosado Airport,-5.201920,-37.364300,BR,BR-RN,Mossoró,yes
MVK,YMUK,small_airport,Mulka Airport,-28.347799,138.649994,AU,AU-SA,Mulka,no
MVL,KMVL,small_airport,Morrisville-Stowe State Airport,44.534599,-72.613998,US,US-VT,Morrisville,no
MVM,K0V7,small_airport,Kayenta Airport,36.716444,-110.228444,US,US-AZ,Kayenta,no
MVN,KMVN,small_airport,Mount Vernon Outland Airport,38.322774,-88.859257,US,US-IL,Mount Vernon,no
MVO,FTTM,small_airport,Mongo Airport,12.170480,18.675642,TD,TD-GR,Mongo,no
MVP,SKMU,medium_airport,Fabio Alberto Leon Bentley Airport,1.253660,-70.233900,CO,CO-VAU,Mitú,yes
MVQ,UMOO,medium_airport,Mogilev Airport,53.954899,30.095100,BY,BY-MA,Mogilev,yes
MVR,FKKL,medium_airport,Salak Airport,10.451400,14.257400,CM,CM-EN,Maroua,yes
MVS,SNMU,small_airport,Mucuri Airport,-18.048901,-39.864321,BR,BR-BA,Mucuri,no
MVT,NTGV,medium_airport,Mataiva Airport,-14.868100,-148.716995,PF,PF-U-A,,yes
MVU,YMGV,small_airport,Musgrave Airport,-14.775700,143.504700,AU,AU-QLD,Musgrave,no
MVV,LFHM,small_airport,Megève Altiport,45.823005,6.649406,FR,FR-ARA,Megève,no
MVW,KBVS,small_airport,Skagit Regional Airport,48.470901,-122.420998,US,US-WA,Burlington,no
MVX,FOGV,small_airport,Minvoul Airport,2.152413,12.108044,GA,GA-9,Minvoul,no
MVY,KMVY,small_airport,Martha's Vineyard Airport,41.393101,-70.614304,US,US-MA,Martha's Vineyard,yes
MVZ,FVMV,medium_airport,Masvingo International Airport,-20.055300,30.859100,ZW,ZW-MV,Masvingo,no
MWA,KMWA,medium_airport,Veterans Airport of Southern Illinois,37.751208,-89.016568,US,US-IL,Marion,yes
MWB,YMRW,small_airport,Morawa Airport,-29.201700,116.022003,AU,AU-WA,,no
MWC,KMWC,small_airport,Lawrence J Timmerman Airport,43.110401,-88.034401,US,US-WI,Milwaukee,no
MWD,OPMI,medium_airport,Mianwali Air Base,32.563099,71.570702,PK,PK-PB,Mianwali,no
MWE,HSMN,medium_airport,Merowe Airport,18.443333,31.843333,SD,SD-01,Merowe,no
MWF,NVSN,small_airport,Maewo-Naone Airport,-14.997222,168.081111,VU,VU-PAM,Maewo Island,no
MWG,AYMW,small_airport,Marawaka Airport,-6.973600,145.884900,PG,PG-EHG,Marawaka,no
MWH,KMWH,medium_airport,Grant County International Airport,47.207699,-119.320000,US,US-WA,Moses Lake,no
MWI,AYRM,small_airport,Maramuni Airport,-5.130000,143.482900,PG,PG-EPW,Maramuni,no
MWJ,SYMR,small_airport,Matthews Ridge Airport,7.487736,-60.185237,GY,GY-BA,Matthews Ridge,no
MWK,WIDM,small_airport,Matak Airport,3.348120,106.258003,ID,ID-KR,Palmatak,no
MWL,KMWL,medium_airport,Mineral Wells Regional Airport,32.781601,-98.060204,US,US-TX,Mineral Wells,yes
MWM,KMWM,small_airport,Windom Municipal Airport,43.913399,-95.109398,US,US-MN,Windom,no
MWN,HTMD,small_airport,Mwadui Airport,-3.521332,33.615542,TZ,TZ-22,Mwadui,no
MWO,KMWO,small_airport,Middletown Regional Airport,39.530998,-84.395302,US,US-OH,Middletown,no
MWQ,VYMW,small_airport,Magway Airport,20.165600,94.941399,MM,MM-03,Magway,yes
MWR,MWR,small_airport,Motswari Airport,-24.190300,31.386400,ZA,ZA-MP,Motswari Private Game Reserve,no
MWS,WAMP,small_airport,Indonesia Morowali Industrial Park (IMIP) Airport,-2.799322,122.141385,ID,ID-ST,Morowali,no
MWT,YMWT,small_airport,Moolawatana Airport,-29.906900,139.765000,AU,AU-SA,Moolawatana Station,no
MWU,MWU,small_airport,Mussau Airport,-1.450000,149.700000,PG,PG-NIK,Mussau Island,no
MWV,VDMK,small_airport,Mondulkiri Airport,12.464562,107.188039,KH,KH-11,Sen Monorom,no
MWX,RKJB,large_airport,Muan International Airport,34.991406,126.382814,KR,KR-46,Muan (Piseo-ri),yes
MWY,YMIR,small_airport,Miranda Downs Airport,-17.328899,141.886002,AU,AU-QLD,Miranda Downs,no
MWZ,HTMW,large_airport,Mwanza International Airport,-2.446563,32.936049,TZ,TZ-18,Mwanza,yes
MXA,KMXA,small_airport,Manila Municipal Airport,35.894402,-90.154602,US,US-AR,Manila,no
MXB,WAFM,small_airport,Andi Jemma Airport,-2.558031,120.324342,ID,ID-SN,Masamba,no
MXC,MXC,small_airport,Monticello Airport,37.932430,-109.341225,US,US-UT,Monticello,no
MXD,YMWX,small_airport,Marion Downs Airport,-23.363702,139.649663,AU,AU-QLD,Marion Downs,no
MXE,KMEB,small_airport,Laurinburg Maxton Airport,34.791901,-79.365799,US,US-NC,Maxton,no
MXF,KMXF,medium_airport,Maxwell Air Force Base,32.382900,-86.365799,US,US-AL,Montgomery,no
MXH,AYMR,small_airport,Moro Airport,-6.363330,143.238007,PG,PG-SHM,Moro,yes
MXI,RPMQ,medium_airport,Mati National Airport,6.949091,126.273680,PH,PH-DAO,Mati,no
MXJ,DNMN,medium_airport,Minna Airport,9.652170,6.462260,NG,NG-NI,Minna,no
MXK,AYMI,small_airport,Mindik Airport,-6.471667,147.441139,PG,PG-MPL,Mindik,no
MXL,MMML,medium_airport,General Rodolfo Sánchez Taboada International Airport,32.630629,-115.242805,MX,MX-BCN,Mexicali,yes
MXM,FMSR,medium_airport,Morombe Airport,-21.753837,43.374753,MG,MG-U,Morombe,no
MXN,LFRU,medium_airport,Morlaix-Ploujean Airport,48.603199,-3.815780,FR,FR-BRE,Morlaix/Ploujean,no
MXO,KMXO,small_airport,Monticello Regional Airport,42.220402,-91.163300,US,US-IA,Monticello,no
MXP,LIMC,large_airport,Milan Malpensa International Airport,45.630600,8.728110,IT,IT-25,Ferno (VA),yes
MXQ,SNCL,small_airport,Lorenzo Airport,-13.389444,-38.910000,BR,BR-BA,Cairu,no
MXR,UA-0049,small_airport,Myrhorod Air Base,49.932000,33.641000,UA,UA-53,Myrhorod,no
MXS,NSMA,small_airport,Maota Airport,-13.742300,-172.257996,WS,WS-PA,Maota,no
MXT,FMMO,small_airport,Maintirano Airport,-18.049999,44.033001,MG,MG-M,Maintirano,no
MXU,YMWA,small_airport,Mullewa Airport,-28.475000,115.516998,AU,AU-WA,,no
MXV,ZMMN,medium_airport,Mörön Airport,49.663677,100.100028,MN,MN-041,Mörön,yes
MXW,ZMMG,small_airport,Mandalgobi Airport,45.738098,106.268997,MN,MN-059,Mandalgobi,yes
MXX,ESKM,medium_airport,Mora Airport,60.957901,14.511400,SE,SE-W,Mora,yes
MXY,PAMX,small_airport,Mc Carthy Airport,61.437099,-142.904007,US,US-AK,Mccarthy,no
MXZ,ZGMX,small_airport,Meizhou Meixian Changgangji International Airport,24.263425,116.097857,CN,CN-44,Meizhou (Meixian),yes
MYA,YMRY,medium_airport,Moruya Airport,-35.897800,150.143997,AU,AU-NSW,Moruya,yes
MYB,FOOY,small_airport,Mayumba Airport,-3.458372,10.676539,GA,GA-5,Mayumba,no
MYC,SVBS,medium_airport,Escuela Mariscal Sucre Airport,10.249978,-67.649422,VE,VE-D,Maracay,no
MYD,HKML,medium_airport,Malindi International Airport,-3.229310,40.101700,KE,KE-03,Malindi,yes
MYE,RJTQ,medium_airport,Miyakejima Airport,34.073601,139.559998,JP,JP-13,Miyakejima,yes
MYF,KMYF,small_airport,Montgomery-Gibbs Executive Airport,32.815700,-117.139999,US,US-CA,San Diego,no
MYG,MYMM,medium_airport,Mayaguana Airport,22.379499,-73.013494,BS,BS-MG,Abraham Bay Settlement,yes
MYH,KL41,small_airport,Marble Canyon Airport,36.812500,-111.647003,US,US-AZ,Marble Canyon,no
MYI,YMAE,small_airport,Murray Island Airport,-9.915105,144.054644,AU,AU-QLD,Murray Island,yes
MYJ,RJOM,large_airport,Matsuyama Airport,33.826893,132.700114,JP,JP-38,Matsuyama,yes
MYK,MYK,small_airport,May Creek Airport,61.335701,-142.686996,US,US-AK,May Creek,yes
MYL,KMYL,medium_airport,McCall Municipal Airport,44.888837,-116.101112,US,US-ID,McCall,yes
MYM,SYMM,small_airport,Monkey Mountain Airport,4.452267,-59.603126,GY,GY-PT,Monkey Mountain,no
MYN,OYMB,small_airport,Marib Airport,15.469228,45.327272,YE,YE-MA,Marib,no
MYO,YMYR,small_airport,Myroodan Station Airport,-18.123996,124.270261,AU,AU-WA,,no
MYP,UTAM,medium_airport,Mary International Airport,37.623530,61.895668,TM,TM-M,Mary,yes
MYQ,VOMY,medium_airport,Mysore Airport,12.229751,76.653683,IN,IN-KA,Mysore,yes
MYR,KMYR,large_airport,Myrtle Beach International Airport,33.679699,-78.928299,US,US-SC,Myrtle Beach,yes
MYS,MYS,small_airport,Moyale Airport,3.562300,39.043300,ET,ET-OR,Moyale,no
MYT,VYMK,medium_airport,Myitkyina Airport,25.383600,97.351898,MM,MM-11,Myitkyina,yes
MYU,PAMY,medium_airport,Mekoryuk Airport,60.372338,-166.269751,US,US-AK,Mekoryuk,yes
MYV,KMYV,medium_airport,Yuba County Airport,39.097801,-121.570000,US,US-CA,Marysville,no
MYW,HTMT,medium_airport,Mtwara Airport,-10.336204,40.181997,TZ,TZ-17,Mtwara,yes
MYX,AYMC,small_airport,Menyamya Airport,-7.211667,146.019361,PG,PG-MPL,Menyamya,no
MYY,WBGR,medium_airport,Miri Airport,4.322010,113.987000,MY,MY-13,Miri,yes
MYZ,FWMY,small_airport,Monkey Bay Airport,-14.083600,34.919701,MW,MW-MG,Monkey Bay,no
MZA,SPMF,small_airport,Mayor PNP Nancy Flores Paucar Airport,-11.325400,-74.535598,PE,PE-JUN,Mazamari,no
MZB,FQMP,medium_airport,Mocímboa da Praia Airport,-11.361800,40.354900,MZ,MZ-P,Mocímboa da Praia,no
MZC,FOOM,small_airport,Mitzic Airport,0.783000,11.550000,GA,GA-9,Mitzic,no
